timestamp,ticker,feat_price,feat_dev,feat_rsi,feat_vol,feat_volatility,feat_trend,feat_dayofweek,feat_macd,feat_bb_pos,feat_gap,feat_nikkei_trend,feat_fear_index,feat_market_phase,label
2025-10-07,6952.T,1231.0,0.61,51.01,0.98,19.82,1.02,1,-1.21,22.07,-0.53,11.47,20.27,2,0
2025-10-22,6952.T,1253.0,2.71,62.19,0.91,23.57,1.01,2,2.66,102.74,0.32,8.38,26.94,2,0
2025-11-06,6952.T,1206.0,-1.38,48.61,1.58,19.06,1.0,3,-3.83,-45.93,0.29,6.12,27.63,2,1
2025-11-20,6952.T,1212.0,-1.39,49.67,0.84,22.3,1.0,3,-3.2,-45.32,0.46,1.05,26.82,1,1
2025-12-05,6952.T,1273.0,2.54,58.9,1.21,21.78,1.01,4,4.59,54.75,-0.51,-0.77,24.75,1,1
2025-12-19,6952.T,1248.0,-0.84,41.99,0.97,15.57,1.01,4,-3.73,-19.64,-0.63,-0.64,20.37,1,1
2026-01-07,6952.T,1294.0,1.64,55.28,1.15,13.88,1.02,2,1.9,81.92,-0.66,2.91,18.0,1,1
2026-01-22,6952.T,1316.0,2.11,63.76,1.46,19.13,1.01,3,0.38,49.52,-0.19,8.45,21.38,2,1
2026-02-05,6952.T,1571.5,15.92,77.44,1.13,83.3,1.03,3,29.17,101.87,1.24,3.57,24.09,2,1
2026-02-20,6952.T,1604.5,8.72,67.58,0.53,24.52,1.07,4,-1.2,46.0,-1.24,5.84,24.67,2,0
2023-05-26,6954.T,4468.6,1.83,59.24,0.9,22.86,1.01,4,17.09,53.99,0.21,8.02,11.48,2,1
2023-06-09,6954.T,4782.0,6.2,63.34,1.42,30.88,1.02,4,27.31,84.54,1.65,9.79,16.88,2,1
2023-06-23,6954.T,4768.8,0.92,50.61,0.96,20.42,1.04,4,-10.33,11.73,0.19,6.03,19.08,2,0
2023-07-07,6954.T,4499.9,-6.29,25.62,1.52,27.13,1.04,4,-48.04,-126.58,-0.1,0.38,17.44,1,0
2023-07-24,6954.T,4494.2,-3.59,24.55,0.74,17.53,1.01,0,-15.12,-47.58,1.0,-0.25,16.61,1,0
2023-08-07,6954.T,3888.3,-11.66,15.99,0.87,36.7,0.96,0,-59.9,-93.51,-1.0,-0.41,16.05,1,0
2023-08-22,6954.T,3839.0,-6.79,33.53,0.57,18.3,0.93,1,4.29,-47.16,0.47,-2.58,15.27,1,1
2023-09-05,6954.T,3972.5,1.72,69.3,1.01,14.29,0.92,1,35.59,68.7,0.58,2.43,14.63,1,0
2023-09-20,6954.T,3879.8,-0.1,37.63,1.1,12.9,0.95,2,10.39,-4.12,0.4,3.66,14.97,2,0
2023-10-04,6954.T,3741.5,-2.36,36.14,1.09,17.25,0.98,2,5.94,-49.82,-0.79,-7.6,15.99,0,1
2023-10-19,6954.T,3691.7,-2.38,49.24,0.91,23.75,0.99,3,5.57,-74.49,-3.23,-4.82,21.7,0,0
2023-11-02,6954.T,3647.7,-1.31,31.57,1.04,29.27,0.98,3,-1.25,-20.91,1.52,4.66,22.11,2,1
2023-11-17,6954.T,3867.7,4.82,69.55,0.7,42.9,0.99,4,30.33,74.09,-0.35,6.86,19.99,2,1
2023-12-04,6954.T,3899.3,3.19,74.85,0.85,11.29,1.01,0,9.41,40.47,-0.02,4.01,15.23,2,0
2023-12-18,6954.T,3894.5,0.67,47.79,0.69,25.44,1.02,0,-7.8,15.85,0.15,-2.46,15.19,1,1
2024-01-04,6954.T,3958.6,0.85,62.88,1.24,14.12,1.03,3,0.0,26.68,-1.62,0.17,17.93,1,1
2024-01-19,6954.T,4017.9,0.45,52.68,1.24,29.2,1.02,4,-1.88,8.07,0.26,9.78,15.54,2,1
2024-02-02,6954.T,3858.2,-4.59,32.36,0.79,29.03,1.02,4,-37.88,-86.95,0.52,8.62,15.32,2,0
2024-02-19,6954.T,3907.9,-1.41,38.34,0.71,26.57,1.0,0,-3.59,-18.14,0.69,6.97,16.41,2,1
2024-03-05,6954.T,4337.4,8.79,77.67,0.91,24.16,0.99,1,48.06,92.22,-0.92,10.9,16.0,2,0
2024-03-19,6954.T,4243.7,3.16,49.52,0.67,22.24,1.01,1,-11.46,37.15,0.39,3.99,17.18,2,0
2024-04-03,6954.T,4042.6,-3.07,45.05,1.05,25.8,1.03,2,-19.33,-63.69,-0.02,-1.61,18.44,1,1
2024-04-17,6954.T,4216.6,1.61,57.44,1.13,31.65,1.01,2,16.12,39.19,0.07,-5.1,17.57,0,1
2024-05-02,6954.T,4521.1,6.72,62.02,0.69,39.49,1.01,3,27.99,97.34,-1.12,-3.08,21.12,0,0
2024-05-20,6954.T,4518.2,3.17,62.93,0.77,27.12,1.03,0,-6.3,56.4,0.15,2.92,19.56,1,0
2024-06-03,6954.T,4286.2,-3.17,38.13,1.51,17.74,1.03,0,-31.38,-87.96,0.93,1.8,15.07,1,0
2024-06-17,6954.T,4122.8,-4.84,25.73,1.12,20.74,1.0,0,-14.55,-94.19,-1.6,-2.48,14.04,1,1
2024-07-01,6954.T,4265.9,1.1,53.5,0.71,18.42,0.98,0,16.73,26.8,0.95,1.82,11.99,1,1
2024-07-16,6954.T,4409.9,3.76,63.5,1.17,32.27,0.98,1,19.3,74.79,1.22,8.33,14.75,2,0
2024-07-30,6954.T,4240.7,-0.19,44.54,2.1,42.59,1.0,1,-19.95,-3.02,5.11,-2.79,22.56,1,1
2024-08-14,6954.T,3895.6,-5.07,44.9,0.79,79.43,0.99,2,-15.97,-41.86,1.43,-11.71,66.48,0,1
2024-08-28,6954.T,4067.7,1.8,62.04,0.49,28.36,0.97,2,29.32,21.3,-0.73,-0.4,66.81,1,1
2024-09-11,6954.T,3597.9,-8.9,16.29,1.78,28.48,0.97,2,-47.18,-105.5,-1.84,-2.26,24.18,1,1
2024-09-27,6954.T,4338.6,10.77,72.36,2.35,39.35,0.99,4,64.46,98.53,3.34,3.8,27.16,2,0
2024-10-11,6954.T,3985.0,2.16,56.34,0.77,37.11,0.99,4,2.35,21.07,0.71,11.19,30.16,2,0
2024-10-28,6954.T,3923.4,-0.97,32.73,1.56,26.13,1.01,0,-12.88,-13.95,-0.41,-3.07,26.04,0,1
2024-11-12,6954.T,4077.8,2.51,64.43,0.67,35.25,1.01,1,24.21,36.42,0.26,-0.58,19.19,1,0
2024-11-26,6954.T,4081.7,1.94,37.83,0.59,24.14,1.01,1,-0.37,31.57,-1.12,-0.42,18.29,1,0
2024-12-10,6954.T,4034.8,0.97,54.22,1.37,32.94,1.0,1,2.37,16.07,3.49,-0.02,13.89,1,0
2024-12-24,6954.T,3938.1,-0.24,55.67,0.35,14.13,1.0,1,0.56,-6.13,-0.82,1.55,12.22,1,1
2025-01-14,6954.T,4047.5,1.47,57.67,1.72,26.72,1.0,1,6.57,41.98,1.7,-2.27,16.96,1,1
2025-01-28,6954.T,4586.8,8.92,76.02,1.49,33.72,1.03,1,36.07,70.81,1.49,-0.05,18.04,1,0
2025-02-12,6954.T,4419.7,0.91,40.81,0.77,39.77,1.05,2,-30.45,9.94,1.26,1.27,15.14,1,0
2025-02-27,6954.T,4364.0,-1.42,58.35,0.65,18.56,1.04,3,-11.07,-25.4,0.49,-1.95,14.43,1,0
2025-03-13,6954.T,4142.3,-3.61,39.59,1.18,29.45,1.0,3,-16.78,-86.42,1.18,-5.58,17.47,0,1
2025-03-28,6954.T,4255.6,-0.21,57.17,1.07,18.94,0.98,4,9.17,-6.11,-0.57,-2.97,18.3,1,0
2025-04-11,6954.T,3347.6,-15.73,30.12,1.3,109.04,0.95,4,-80.39,-75.78,-8.0,-8.71,56.52,0,1
2025-04-25,6954.T,3675.6,0.68,69.22,0.88,35.3,0.92,4,49.29,3.07,1.98,-3.81,57.77,0,0
2025-05-14,6954.T,3888.1,11.09,77.89,0.9,35.88,0.91,2,66.23,91.16,-0.9,13.53,13.92,2,0
2025-05-28,6954.T,3845.6,3.45,65.92,0.82,24.45,0.99,2,14.29,36.71,-0.08,5.65,11.56,2,1
2025-06-11,6954.T,3787.3,-0.38,43.75,0.65,26.84,1.04,2,-12.96,-7.68,0.34,0.77,13.17,1,0
2025-06-25,6954.T,3724.1,-1.36,55.56,0.75,15.84,1.02,2,-9.68,-33.57,1.47,3.23,14.16,2,1
2025-07-09,6954.T,3754.7,-0.27,54.99,1.14,26.37,1.0,2,-6.01,-7.55,0.43,3.64,13.46,2,1
2025-07-24,6954.T,4372.2,15.07,73.28,1.94,62.89,1.0,3,57.38,174.13,1.64,7.41,16.71,2,0
2025-08-07,6954.T,4298.1,7.19,69.36,0.9,41.45,1.03,3,16.94,50.74,-0.25,3.11,17.18,2,1
2025-08-22,6954.T,4264.5,-0.21,46.34,0.7,27.25,1.06,4,-30.52,-2.08,-0.88,1.93,18.16,1,1
2025-09-05,6954.T,4061.0,-5.29,20.18,1.12,21.41,1.05,4,-48.98,-74.85,0.68,4.77,18.07,2,1
2025-09-22,6954.T,4300.1,2.26,66.91,1.17,28.78,1.01,0,10.04,37.71,0.98,6.71,13.39,2,0
2025-10-07,6954.T,4500.0,7.28,63.49,1.3,39.14,0.98,1,30.86,122.86,0.68,11.47,20.27,2,1
2025-10-22,6954.T,4849.0,9.92,72.53,0.96,52.41,1.02,2,32.17,95.79,-0.46,8.38,26.94,2,1
2025-11-06,6954.T,5135.0,9.35,71.14,0.73,40.11,1.06,3,19.47,80.25,3.55,6.12,27.63,2,0
2025-11-20,6954.T,4894.0,-0.79,51.2,0.89,30.02,1.07,3,-51.3,-9.64,1.46,1.05,26.82,1,1
2025-12-05,6954.T,5931.0,16.07,70.6,3.11,71.75,1.06,4,86.36,139.59,-0.07,-0.77,24.75,1,1
2025-12-19,6954.T,5707.0,4.6,61.89,0.85,56.51,1.06,4,-33.8,24.24,0.9,-0.64,20.37,1,1
2026-01-07,6954.T,6429.0,8.39,59.66,0.84,37.05,1.09,2,19.41,73.86,-0.02,2.91,18.0,1,1
2026-01-22,6954.T,6580.0,5.33,65.7,0.85,37.31,1.08,3,-21.17,46.22,0.9,8.45,21.38,2,0
2026-02-05,6954.T,6562.0,2.0,47.71,0.99,53.65,1.06,3,-22.82,27.75,-1.36,3.57,24.09,2,0
2026-02-20,6954.T,6421.0,-0.99,53.32,0.43,37.07,1.03,4,-33.02,-16.34,-0.08,5.84,24.67,2,1
2023-05-26,6963.T,2777.6,7.32,75.95,0.99,35.36,1.02,4,19.49,66.5,0.84,8.02,11.48,2,1
2023-06-09,6963.T,2966.8,7.79,62.9,0.79,34.03,1.05,4,7.42,74.11,1.71,9.79,16.88,2,1
2023-06-23,6963.T,3104.3,5.09,67.28,0.85,28.93,1.08,4,-0.21,50.41,0.98,6.03,19.08,2,1
2023-07-07,6963.T,3213.5,3.36,59.69,0.88,28.05,1.08,4,-4.03,42.17,-0.43,0.38,17.44,1,0
2023-07-24,6963.T,3057.3,-3.4,30.59,0.77,30.11,1.05,0,-32.58,-70.01,1.27,-0.25,16.61,1,1
2023-08-07,6963.T,2921.0,-6.95,24.86,0.89,30.29,1.02,0,-28.38,-105.94,-0.8,-0.41,16.05,1,0
2023-08-22,6963.T,2854.0,-5.02,17.87,0.69,15.9,0.97,1,-15.06,-62.83,1.04,-2.58,15.27,1,0
2023-09-05,6963.T,2819.9,-2.79,40.74,1.82,16.0,0.96,1,6.62,-45.19,-0.78,2.43,14.63,1,0
2023-09-20,6963.T,2738.8,-2.34,34.18,1.39,23.04,0.95,2,-0.66,-54.62,0.09,3.66,14.97,2,0
2023-10-04,6963.T,2565.2,-6.23,37.25,1.01,27.77,0.96,2,-2.95,-110.24,-1.77,-7.6,15.99,0,1
2023-10-19,6963.T,2600.8,-3.28,42.15,0.99,28.7,0.97,3,4.72,-83.85,-2.36,-4.82,21.7,0,0
2023-11-02,6963.T,2437.7,-5.43,27.83,2.71,44.91,0.96,3,-17.61,-48.25,1.49,4.66,22.11,2,1
2023-11-17,6963.T,2585.2,3.61,64.53,0.72,32.08,0.96,4,30.77,34.89,-0.52,6.86,19.99,2,1
2023-12-04,6963.T,2588.0,3.6,66.78,0.69,31.22,0.97,0,15.79,40.57,0.35,4.01,15.23,2,1
2023-12-18,6963.T,2712.7,4.18,55.74,0.91,44.48,1.01,0,12.71,63.29,0.69,-2.46,15.19,1,0
2024-01-04,6963.T,2564.3,-2.49,37.64,0.92,17.99,1.03,3,-16.08,-51.12,-3.79,0.17,17.93,1,0
2024-01-19,6963.T,2536.8,-1.8,47.95,1.43,31.67,1.01,4,-5.32,-26.03,1.93,9.78,15.54,2,1
2024-02-02,6963.T,2551.0,1.28,51.62,2.53,28.94,0.98,4,0.2,31.5,0.87,8.62,15.32,2,0
2024-02-19,6963.T,2487.0,-0.73,54.5,0.55,27.21,0.98,0,-2.07,-18.17,0.5,6.97,16.41,2,0
2024-03-05,6963.T,2402.6,-3.02,38.36,1.17,24.73,0.99,1,-4.84,-78.49,-1.42,10.9,16.0,2,0
2024-03-19,6963.T,2380.4,-1.67,45.47,0.83,19.4,0.98,1,-0.62,-32.3,-0.02,3.99,17.18,2,0
2024-04-03,6963.T,2343.5,-1.26,50.68,1.3,23.17,0.97,2,2.35,-34.9,-1.94,-1.61,18.44,1,0
2024-04-17,6963.T,2085.8,-9.04,26.57,0.77,37.47,0.97,2,-20.16,-101.41,1.26,-5.1,17.57,0,0
2024-05-02,6963.T,2151.4,-2.04,49.18,0.9,34.3,0.95,3,16.65,-21.66,-1.11,-3.08,21.12,0,0
2024-05-20,6963.T,1981.9,-4.69,36.32,0.52,60.33,0.94,0,-4.19,-56.83,0.0,2.92,19.56,1,0
2024-06-03,6963.T,1946.9,-3.25,43.9,0.39,26.0,0.95,0,8.12,-32.03,0.25,1.8,15.07,1,1
2024-06-17,6963.T,2034.1,3.63,63.31,0.84,15.92,0.96,0,20.59,89.63,-0.4,-2.48,14.04,1,1
2024-07-01,6963.T,2040.3,1.45,57.94,0.99,20.74,0.99,0,3.14,22.12,0.51,1.82,11.99,1,1
2024-07-16,6963.T,2284.6,8.28,74.02,1.16,28.85,1.04,1,15.62,105.11,1.12,8.33,14.75,2,0
2024-07-30,6963.T,1927.3,-8.58,28.18,0.79,40.69,1.03,1,-39.82,-74.67,-0.13,-2.79,22.56,1,0
2024-08-14,6963.T,1583.4,-17.91,21.46,0.71,68.82,0.97,2,-36.22,-62.98,2.33,-11.71,66.48,0,1
2024-08-28,6963.T,1726.1,0.42,72.24,0.54,26.46,0.89,2,30.06,2.35,-0.33,-0.4,66.81,1,1
2024-09-11,6963.T,1438.8,-11.54,24.27,1.49,34.55,0.89,2,-16.53,-98.14,0.07,-2.26,24.18,1,1
2024-09-27,6963.T,1619.2,1.91,52.74,1.06,32.77,0.93,4,21.02,12.53,1.99,3.8,27.16,2,0
2024-10-11,6963.T,1674.7,5.58,63.67,0.64,56.27,0.97,4,17.23,35.81,-0.77,11.19,30.16,2,0
2024-10-28,6963.T,1664.0,0.55,27.56,0.57,24.36,1.01,0,-5.66,5.58,-0.06,-3.07,26.04,0,1
2024-11-12,6963.T,1484.5,-10.13,36.62,1.29,53.03,1.02,1,-20.21,-119.57,-0.65,-0.58,19.19,1,0
2024-11-26,6963.T,1391.1,-9.5,21.62,0.72,39.13,0.97,1,-7.67,-62.4,0.03,-0.42,18.29,1,0
2024-12-10,6963.T,1420.3,-0.63,51.75,1.11,25.99,0.92,1,8.84,-5.39,1.02,-0.02,13.89,1,0
2024-12-24,6963.T,1397.0,0.93,55.13,0.79,28.82,0.93,1,9.57,26.77,0.46,1.55,12.22,1,1
2025-01-14,6963.T,1382.4,-1.61,47.97,1.28,42.54,0.97,1,4.88,-23.48,-0.89,-2.27,16.96,1,1
2025-01-28,6963.T,1486.9,3.65,44.36,0.69,27.08,1.02,1,8.14,53.11,-2.03,-0.05,18.04,1,0
2025-02-12,6963.T,1517.6,4.02,58.47,0.87,26.45,1.02,2,5.55,65.2,0.87,1.27,15.14,1,1
2025-02-27,6963.T,1510.8,0.37,62.63,0.67,32.44,1.03,3,-2.54,5.83,0.35,-1.95,14.43,1,0
2025-03-13,6963.T,1475.3,-2.27,33.8,0.85,41.64,1.02,3,-4.38,-36.58,0.91,-5.58,17.47,0,1
2025-03-28,6963.T,1477.3,-2.5,50.67,1.06,31.28,1.01,4,-4.52,-41.42,-0.92,-2.97,18.3,1,0
2025-04-11,6963.T,1289.9,-8.72,35.71,2.2,109.78,0.97,4,-23.88,-39.23,-4.4,-8.71,56.52,0,0
2025-04-25,6963.T,1281.5,-1.37,68.66,0.8,38.34,0.92,4,11.14,-6.47,2.43,-3.81,57.77,0,1
2025-05-14,6963.T,1389.8,10.37,82.77,1.96,22.0,0.92,2,24.42,77.54,-3.23,13.53,13.92,2,1
2025-05-28,6963.T,1595.5,18.14,74.52,4.54,81.62,1.0,2,16.56,131.84,1.61,5.65,11.56,2,0
2025-06-11,6963.T,1695.8,14.18,67.65,1.22,35.2,1.08,2,12.74,96.19,4.24,0.77,13.17,1,0
2025-06-25,6963.T,1779.4,10.76,73.82,1.13,32.39,1.1,2,6.3,85.65,1.15,3.23,14.16,2,1
2025-07-09,6963.T,1893.1,9.03,87.05,0.64,22.43,1.1,2,2.09,79.45,0.73,3.64,13.46,2,0
2025-07-24,6963.T,1924.3,4.8,66.56,0.62,21.94,1.09,3,-8.25,63.79,0.83,7.41,16.71,2,0
2025-08-07,6963.T,1971.7,4.12,65.41,0.92,31.54,1.06,3,0.54,91.25,-0.48,3.11,17.18,2,1
2025-08-22,6963.T,2082.5,6.05,70.63,0.5,30.23,1.05,4,4.96,70.76,-0.21,1.93,18.16,1,1
2025-09-05,6963.T,2025.1,-1.58,46.15,1.61,26.5,1.05,4,-15.34,-20.95,0.67,4.77,18.07,2,1
2025-09-22,6963.T,2196.2,4.16,54.49,0.87,30.38,1.05,0,2.24,98.19,-0.05,6.71,13.39,2,1
2025-10-07,6963.T,2340.0,8.23,74.23,0.83,28.81,1.04,1,13.43,100.95,0.49,11.47,20.27,2,0
2025-10-22,6963.T,2400.0,6.37,66.89,1.08,30.94,1.04,2,6.87,85.92,-0.02,8.38,26.94,2,0
2025-11-06,6963.T,2370.0,1.23,51.37,1.28,52.98,1.05,3,-7.93,18.5,2.99,6.12,27.63,2,0
2025-11-20,6963.T,2068.5,-8.25,32.58,0.71,81.65,1.01,3,-26.88,-53.76,4.13,1.05,26.82,1,0
2025-12-05,6963.T,2194.0,2.01,56.45,0.74,27.85,0.97,4,20.1,14.39,-2.27,-0.77,24.75,1,1
2025-12-19,6963.T,2117.0,0.28,49.57,1.25,26.06,0.96,4,-1.79,4.5,1.07,-0.64,20.37,1,1
2026-01-07,6963.T,2326.0,6.6,83.09,1.17,17.61,1.0,2,20.14,97.87,1.12,2.91,18.0,1,1
2026-01-22,6963.T,2648.5,15.1,89.21,3.41,31.38,1.04,3,25.13,104.62,4.32,8.45,21.38,2,1
2026-02-05,6963.T,2487.5,-1.27,48.96,2.92,53.48,1.08,3,-16.57,-9.04,-9.14,3.57,24.09,2,1
2026-02-20,6963.T,2650.0,1.67,47.55,0.6,38.64,1.08,4,-10.18,21.78,-1.25,5.84,24.67,2,1
2023-05-26,6965.T,3465.4,0.18,44.63,0.68,16.74,1.02,4,-8.42,5.49,0.55,8.02,11.48,2,0
2023-06-09,6965.T,3360.0,-2.46,35.68,1.26,18.56,1.01,4,-13.06,-68.4,1.06,9.79,16.88,2,1
2023-06-23,6965.T,3330.5,-2.47,33.84,0.85,13.62,1.0,4,-5.55,-101.89,0.94,6.03,19.08,2,0
2023-07-07,6965.T,3259.0,-3.42,30.47,1.05,18.58,0.99,4,-9.39,-110.11,-0.23,0.38,17.44,1,0
2023-07-24,6965.T,3265.2,-1.63,35.25,0.64,21.1,0.98,0,0.02,-46.92,0.84,-0.25,16.61,1,0
2023-08-07,6965.T,3172.2,-2.84,27.1,0.92,10.96,0.98,0,-5.79,-86.39,-0.84,-0.41,16.05,1,0
2023-08-22,6965.T,3084.0,-3.06,28.76,1.06,25.9,0.97,1,-6.22,-50.14,0.9,-2.58,15.27,1,1
2023-09-05,6965.T,3181.8,1.13,72.92,0.84,17.68,0.98,1,14.66,25.12,-0.32,2.43,14.63,1,0
2023-09-20,6965.T,3132.2,-0.36,39.3,1.06,10.64,0.99,2,-0.36,-9.76,0.18,3.66,14.97,2,0
2023-10-04,6965.T,2963.5,-4.64,21.96,1.0,14.9,0.99,2,-12.48,-89.58,-1.39,-7.6,15.99,0,1
2023-10-19,6965.T,2905.0,-4.1,36.55,1.2,24.42,0.98,3,-4.09,-86.65,-1.41,-4.82,21.7,0,0
2023-11-02,6965.T,2797.1,-3.18,33.64,1.2,32.41,0.96,3,-5.37,-34.95,0.23,4.66,22.11,2,1
2023-11-17,6965.T,2840.8,0.32,59.02,1.11,33.97,0.96,4,18.18,4.76,0.22,6.86,19.99,2,0
2023-12-04,6965.T,2720.9,-3.1,38.94,1.21,14.7,0.97,0,-5.54,-62.74,-0.35,4.01,15.23,2,0
2023-12-18,6965.T,2691.1,-2.8,38.58,0.86,27.88,0.98,0,2.96,-50.37,-0.49,-2.46,15.19,1,1
2024-01-04,6965.T,2778.9,1.36,59.68,0.98,17.2,0.99,3,10.37,36.29,-0.43,0.17,17.93,1,1
2024-01-19,6965.T,2862.8,2.5,60.5,1.0,29.1,1.0,4,5.68,53.25,1.37,9.78,15.54,2,1
2024-02-02,6965.T,2807.2,-0.93,36.23,0.79,13.1,1.01,4,-10.77,-24.4,0.1,8.62,15.32,2,0
2024-02-19,6965.T,2527.1,-9.15,23.22,1.45,33.9,1.0,0,-29.53,-116.04,-1.14,6.97,16.41,2,1
2024-03-05,6965.T,2579.9,-3.48,36.82,0.55,19.62,0.97,1,2.11,-44.25,-0.35,10.9,16.0,2,0
2024-03-19,6965.T,2648.5,2.62,62.17,1.18,21.77,0.95,1,15.25,75.25,-0.07,3.99,17.18,2,0
2024-04-03,6965.T,2526.6,-1.85,54.53,0.97,20.71,0.97,2,-0.51,-55.46,-0.76,-1.61,18.44,1,1
2024-04-17,6965.T,2738.1,4.87,68.66,1.27,23.51,1.0,2,23.76,84.46,1.0,-5.1,17.57,0,0
2024-05-02,6965.T,2762.2,3.53,59.49,0.46,28.77,1.02,3,7.66,50.88,-0.24,-3.08,21.12,0,0
2024-05-20,6965.T,2513.5,-6.61,25.29,0.81,25.87,1.02,0,-31.65,-93.62,-0.12,2.92,19.56,1,0
2024-06-03,6965.T,2233.5,-11.6,9.63,0.89,26.77,0.98,0,-25.96,-69.15,1.0,1.8,15.07,1,1
2024-06-17,6965.T,2146.0,-7.88,34.69,0.98,38.94,0.93,0,-0.75,-72.33,0.0,-2.48,14.04,1,0
2024-07-01,6965.T,2073.1,-5.61,25.3,1.23,27.29,0.91,0,3.71,-75.71,0.97,1.82,11.99,1,1
2024-07-16,6965.T,2138.8,0.45,44.29,0.77,15.75,0.93,1,18.08,9.22,-0.02,8.33,14.75,2,1
2024-07-30,6965.T,2078.0,-1.05,49.69,0.63,42.43,0.97,1,-2.12,-18.17,0.33,-2.79,22.56,1,0
2024-08-14,6965.T,1869.8,-8.76,40.08,0.98,68.31,0.97,2,-12.61,-87.57,-0.0,-11.71,66.48,0,1
2024-08-28,6965.T,1882.4,-3.29,32.27,0.58,23.85,0.96,2,6.26,-39.28,-0.15,-0.4,66.81,1,0
2024-09-11,6965.T,1641.4,-10.39,18.76,1.29,39.28,0.94,2,-14.35,-85.71,-0.81,-2.26,24.18,1,1
2024-09-27,6965.T,1828.2,4.74,67.84,1.63,40.44,0.93,4,22.04,40.0,3.09,3.8,27.16,2,0
2024-10-11,6965.T,2003.4,12.31,80.31,0.71,39.2,0.97,4,33.71,74.26,-1.1,11.19,30.16,2,0
2024-10-28,6965.T,1972.2,3.93,44.11,0.6,29.43,1.03,0,-6.43,32.51,-0.0,-3.07,26.04,0,1
2024-11-12,6965.T,1667.1,-14.49,27.04,2.22,68.42,1.06,1,-32.76,-167.47,-0.45,-0.58,19.19,1,0
2024-11-26,6965.T,1708.1,-6.83,29.4,0.93,34.92,1.0,1,-2.7,-43.19,-0.14,-0.42,18.29,1,1
2024-12-10,6965.T,1814.5,2.92,65.07,0.42,24.03,0.95,1,14.17,24.24,1.39,-0.02,13.89,1,1
2024-12-24,6965.T,1708.6,-2.99,34.91,0.64,20.31,0.97,1,-7.76,-59.65,0.46,1.55,12.22,1,1
2025-01-14,6965.T,1791.6,2.54,56.42,1.58,31.78,0.99,1,8.54,43.94,1.12,-2.27,16.96,1,1
2025-01-28,6965.T,1878.9,6.26,78.82,0.73,21.46,1.01,1,12.88,74.55,-0.36,-0.05,18.04,1,0
2025-02-12,6965.T,1725.7,-4.78,36.15,0.83,53.78,1.02,2,-17.07,-67.26,0.11,1.27,15.14,1,0
2025-02-27,6965.T,1590.4,-9.83,21.37,0.86,20.2,1.0,3,-19.41,-86.25,0.55,-1.95,14.43,1,0
2025-03-13,6965.T,1465.5,-9.84,17.2,1.34,27.25,0.95,3,-4.21,-68.41,0.16,-5.58,17.47,0,1
2025-03-28,6965.T,1496.5,-2.25,47.72,1.09,28.46,0.92,4,7.68,-35.22,0.29,-2.97,18.3,1,0
2025-04-11,6965.T,1184.7,-16.93,31.62,1.38,118.49,0.91,4,-23.31,-89.01,-7.11,-8.71,56.52,0,1
2025-04-25,6965.T,1288.5,-0.5,61.78,0.87,40.76,0.9,4,18.21,-2.25,1.6,-3.81,57.77,0,1
2025-05-14,6965.T,1477.7,17.69,86.44,0.78,49.92,0.91,2,38.29,104.33,-0.23,13.53,13.92,2,0
2025-05-28,6965.T,1526.7,11.2,73.9,1.15,36.0,1.0,2,9.81,65.69,2.02,5.65,11.56,2,1
2025-06-11,6965.T,1556.8,5.03,65.7,1.11,25.44,1.08,2,-3.53,61.67,0.89,0.77,13.17,1,1
2025-06-25,6965.T,1725.9,10.74,76.91,1.43,27.44,1.09,2,10.17,122.53,0.44,3.23,14.16,2,1
2025-07-09,6965.T,1734.7,5.54,71.06,0.64,18.32,1.07,2,-3.86,54.55,1.01,3.64,13.46,2,1
2025-07-24,6965.T,1825.2,5.09,67.23,0.73,25.97,1.07,3,-0.55,78.6,0.89,7.41,16.71,2,0
2025-08-07,6965.T,1831.1,2.13,55.03,1.0,23.51,1.06,3,-6.32,41.35,-0.35,3.11,17.18,2,0
2025-08-22,6965.T,1634.4,-6.33,30.64,0.63,94.36,1.02,4,-13.78,-53.26,0.3,1.93,18.16,1,0
2025-09-05,6965.T,1504.9,-7.85,14.14,0.66,21.51,0.96,4,-11.34,-53.51,0.03,4.77,18.07,2,1
2025-09-22,6965.T,1616.6,2.4,62.17,0.94,37.94,0.94,0,14.71,32.85,0.68,6.71,13.39,2,0
2025-10-07,6965.T,1675.0,6.04,53.23,2.08,61.64,0.96,1,12.22,78.81,0.72,11.47,20.27,2,0
2025-10-22,6965.T,1662.0,2.46,56.99,0.63,48.85,1.01,2,3.42,44.76,-1.01,8.38,26.94,2,1
2025-11-06,6965.T,1696.0,1.56,53.6,0.86,56.54,1.03,3,0.35,18.69,1.75,6.12,27.63,2,0
2025-11-20,6965.T,1524.0,-8.28,28.51,1.06,37.68,1.02,3,-22.85,-90.66,2.05,1.05,26.82,1,1
2025-12-05,6965.T,1670.0,3.41,56.12,1.17,33.31,0.99,4,11.47,35.02,-1.19,-0.77,24.75,1,1
2025-12-19,6965.T,1650.5,1.27,59.82,0.75,39.57,0.99,4,-2.69,10.96,0.55,-0.64,20.37,1,1
2026-01-07,6965.T,1701.5,1.01,47.09,0.76,19.13,1.01,2,-0.98,13.03,-0.06,2.91,18.0,1,1
2026-01-22,6965.T,1762.0,3.24,61.4,1.22,30.38,1.02,3,1.43,67.45,0.93,8.45,21.38,2,0
